"""","0111 穀類","0112 いも・豆類","0113 野菜","0114 果実","0115 その他の食用作物","0116 非食用作物","0121 畜産","0131 農業サービス","0151 育林","0152 素材","0153 特用林産物","0171 海面漁業","0172 内水面漁業","0611 金属鉱物","0621 石炭・原油・天然ガス","0631 砂利・砕石","0639 その他の鉱物","1111 食肉","1112 畜産食料品","1113 水産食料品","1114 精穀・製粉","1115 めん・パン・菓子類","1116 農産保存食料品","1117 砂糖・油脂・調味料類","1119 その他の食料品","1121 酒類","1129 その他の飲料","1131 飼料・有機質肥料（別掲を除く。）","1141 たばこ","1511 紡績","1512 織物","1513 ニット生地","1514 染色整理","1519 その他の繊維工業製品","1521 衣服","1522 その他の衣服・身の回り品","1529 その他の繊維既製品","1611 木材","1619 その他の木製品","1621 家具・装備品","1631 パルプ","1632 紙・板紙","1633 加工紙","1641 紙製容器","1649 その他の紙加工品","1911 印刷・製版・製本","2011 化学肥料","2021 ソーダ工業製品","2029 その他の無機化学工業製品","2031 石油化学基礎製品","2041 脂肪族中間物・環式中間物","2042 合成ゴム","2049 その他の有機化学工業製品","2051 合成樹脂","2061 化学繊維","2071 医薬品","2081 油脂加工製品・石けん・界面活性剤・化粧品","2082 塗料・印刷インキ","2083 写真感光材料","2084 農薬","2089 その他の化学最終製品","2111 石油製品","2121 石炭製品","2211 プラスチック製品","2221 タイヤ・チューブ","2229 その他のゴム製品","2311 革製履物","2312 なめし革・毛皮・その他の革製品","2511 ガラス・ガラス製品","2521 セメント・セメント製品","2531 陶磁器","2591 建設用土石製品","2599 その他の窯業・土石製品","2611 銑鉄・粗鋼","2612 鉄屑","2621 熱間圧延鋼材","2622 鋼管","2623 冷延・めっき鋼材","2631 鋳鍛造品","2699 その他の鉄鋼製品","2711 非鉄金属製錬・精製","2712 非鉄金属屑","2721 電線・ケーブル","2729 その他の非鉄金属製品","2811 建設用金属製品","2812 建築用金属製品","2891 ガス・石油機器・暖厨房機器","2899 その他の金属製品","2911 ボイラ・原動機","2912 ポンプ・圧縮機","2913 運搬機械","2914 冷凍機・温湿調整装置","2919 その他のはん用機械","3011 農業用機械","3012 建設・鉱山機械","3013 繊維機械","3014 生活関連産業用機械","3015 基礎素材産業用機械","3016 金属加工機械","3017 半導体製造装置","3019 その他の生産用機械","3111 事務用機械","3112 サービス用機器","3113 計測機器","3114 医療用機械器具","3115 光学機械・レンズ","3116 武器","3211 電子デバイス","3299 その他の電子部品","3311 産業用電気機器","3321 民生用電気機器","3331 電子応用装置","3332 電気計測器","3399 その他の電気機械","3411 民生用電子機器","3412 通信機械","3421 電子計算機・同附属装置","3511 乗用車","3521 トラック・バス・その他の自動車","3522 二輪自動車","3531 自動車部品・同附属品","3541 船舶・同修理","3591 鉄道車両・同修理","3592 航空機・同修理","3599 その他の輸送機械","3911 がん具・運動用品","3919 その他の製造工業製品","3921 再生資源回収・加工処理","4111 住宅建築","4112 非住宅建築","4121 建設補修","4131 公共事業","4191 その他の土木建設","4611 電力","4621 都市ガス","4622 熱供給業","4711 水道","4811 廃棄物処理","5111 卸売","5112 小売","5311 金融","5312 保険","5511 不動産仲介及び賃貸","5521 住宅賃貸料","5531 住宅賃貸料（帰属家賃）","5711 鉄道旅客輸送","5712 鉄道貨物輸送","5721 道路旅客輸送","5722 道路貨物輸送（自家輸送を除く。）","5731 自家輸送（旅客自動車）","5732 自家輸送（貨物自動車）","5741 外洋輸送","5742 沿海・内水面輸送","5743 港湾運送","5751 航空輸送","5761 貨物利用運送","5771 倉庫","5781 こん包","5789 その他の運輸附帯サービス","5791 郵便・信書便","5911 電気通信","5919 その他の通信サービス","5921 放送","5931 情報サービス","5941 インターネット附随サービス","5951 映像・音声・文字情報制作","6111 公務（中央）","6112 公務（地方）","6311 学校教育","6312 社会教育・その他の教育","6321 学術研究機関","6322 企業内研究開発","6411 医療","6421 保健衛生","6431 社会保険・社会福祉","6441 介護","6599 その他の非営利団体サービス","6611 物品賃貸業（貸自動車業を除く。）","6612 貸自動車業","6621 広告","6631 自動車整備","6632 機械修理","6699 その他の対事業所サービス","6711 宿泊業","6721 飲食サービス","6731 洗濯・理容・美容・浴場業","6741 娯楽サービス","6799 その他の対個人サービス","6811 事務用品","6911 分類不明","7000 内生部門計"
"2049 その他の有機化学工業製品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.60555255092843E-4","0.0","0.0","5.136106831022085E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.006892895015906681","0.003745102558193132","0.0","0.0033974266300419256","0.005108359133126935","0.007032883482227714","6.432315955359727E-4","0.0012632642748863063","0.009308562322670915","0.0014326647564469914","0.0","0.0","1.8532246108228317E-4","0.0","0.010410697230181471","0.0013185654008438818","0.0","0.0","0.0","0.0","0.003140520011685656","0.0","0.0","0.00816326530612245","6.578947368421052E-4","2.536300805275506E-4","3.946329913180742E-4","0.0","0.005861664712778429","0.0019267822736030828","0.006577605547623904","0.0","0.032543511808255036","0.0","0.12359217545939538","0.03393070489844684","0.0","0.028089298815637775","0.026117425357752782","0.07742079428826416","0.06666666666666667","0.03924704724409449","0.04568319856913962","2.217307191281548E-5","6.003441973398082E-4","0.015280178352245686","0.018421052631578946","0.0297029702970297","0.0","0.0","0.0","1.6194987651321915E-4","0.0","0.0","0.007311129163281885","4.6890503172611446E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0012285012285012285","0.0","0.0069325440099704","3.685462525546956E-4","1.6209031672447888E-4","0.0","0.0","3.55897216883764E-5","0.0","0.0","0.0","0.0036869884494760193","3.4972816583473754E-4","0.0","0.0","2.8786919223904658E-5","0.0","0.0","1.1019283746556474E-4","0.0","0.0","0.0","0.0","0.0","0.0013966480446927375","0.0","0.0","0.007633587786259542","7.261578182991771E-4","4.7596382674916705E-4","0.004529278550630864","0.0","0.0","0.0010749038243946594","0.0","0.0","0.0","0.0","0.0","0.0","2.658160552897395E-4","0.0","0.0","0.0","0.0","0.0","1.784758165268606E-4","0.0","8.91196096561097E-5","0.0","2.0690130807604772E-4","0.0","0.0","0.0","0.0","0.0","7.492133260076919E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.003852739726027397","0.0","0.0","0.0","0.0","0.0","0.0","0.0","9.586808551433228E-5","0.0","5.116450411362613E-6","3.517708142790809E-4","1.0602205258693808E-4","8.653014133256418E-4","4.4919305675875126E-4","4.14042030006985E-4","0.0010090817356205853","1.3818262215343799E-5","6.578081831337982E-5","0.0","0.0","0.0","0.0","3.70919881305638E-4","2.997961386257345E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.005836501171140038","0.002182531848967594"
"2051 合成樹脂","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1685701893884633E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.7064492216456633E-4","0.0","0.0","0.007120253164556962","0.0","0.0","3.3843810813097557E-4","0.0","3.6517674554484373E-4","0.0018252616208323193","0.0","0.0","0.0021929824561403508","0.0010779278422420899","0.004735595895816891","6.314839873703202E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0016726403823178017","0.06451612903225806","0.0","0.0015429008892291385","0.09080767514502454","0.0","0.0","0.014699854678242724","0.0","0.0","0.17071215650910548","0.0","4.45990545000446E-4","0.0","0.00778642936596218","0.0","0.0","0.0","0.0","0.0019293257514216085","0.0","0.0","0.0","0.0","2.361944352591053E-5","0.0","0.0","0.0","0.0","0.022355507088331516","0.0","0.0","0.0","0.0","2.1353833013025838E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.672597864768683E-4","0.0010551305724083356","0.0","0.0","0.012569832402234637","8.285004142502071E-4","0.0","0.0","0.0025818944650637405","0.003966365222909726","0.006470397929472662","0.0","0.0","0.007298031228784793","0.0","0.0","0.0","0.0","0.0","0.0","0.003189792663476874","4.053834927841738E-4","0.0","0.0","0.0","0.007583965330444204","0.0016657742875840324","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8331631862904678E-4","2.242403856934634E-4","0.0","2.1926939437793273E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.951695273202012E-4","0.0012636717327835654"
"2061 化学繊維","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.15247678018575853","0.10266864343958487","0.14574738626730716","0.0","0.16798523206751054","0.07429494347123866","0.041143654114365415","0.12336069041374059","0.0","1.4607069821793748E-4","5.475784862496958E-4","0.0","0.004081632653061225","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.6681964326213697E-5","4.0079156333759175E-4","0.0","1.783962180001784E-4","0.010869565217391304","0.0","0.0","0.0","0.0","0.0","0.0013200649878147847","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.002793296089385475","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.020223907547851208","0.007377000416443572","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.700892179565978E-4"
"2071 医薬品","0.0","0.0","0.0","0.0","0.0","0.0","0.0065003513703443426","0.025779700739138274","0.0","0.0","0.0","0.004105344694035631","0.01792573623559539","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.782853838369235E-4","0.0","0.0","2.572926382143891E-4","0.0","0.0","0.002148997134670487","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.460952703274389E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.035426055968976","0.0012190094811848537","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.497377753358973E-5","0.006564290260980267","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.318026650498873E-5","0.0","0.0","0.0","8.205464839583163E-5","0.0","0.0","0.0","0.0","0.0","0.0","7.165376898824878E-4","0.0","0.0","0.0","0.0","0.0","0.0","6.172730639671258E-4","2.1489091727722976E-4","6.331874657023457E-5","0.0","0.001961349870204788","3.689800109089742E-4","0.1400505068064085","0.022087677990806145","0.008816051293389344","0.0037385431741437532","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.1912045051164625E-5","0.0","0.0","3.518648838845883E-5","0.0","0.0","0.0013823292247436931","0.006380381038694448"
"2081 油脂加工製品・石けん・界面活性剤・化粧品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.3218017181332715E-4","0.0","0.0","0.0","0.004264854705797311","2.6536930561698365E-4","0.0011404675917126021","3.8593895732158366E-4","0.0","4.4696645808231956E-4","0.0","0.0","0.0023219814241486067","0.0029651593773165306","0.0011867759254026561","0.04030563514804202","0.0023734177215189874","2.4847807181016274E-4","0.0020920502092050207","1.6921905406548778E-4","0.0","2.1910604732690623E-4","0.0","0.0","0.0","0.0","0.0","7.892659826361484E-4","0.0","0.0011723329425556857","0.0015414258188824663","0.01198245971853967","0.0","0.003066825542554646","0.0","1.9758940920766647E-4","0.003106332138590203","0.0","0.0034587569437165917","0.09313350214946116","0.015618027666220438","0.0","0.009227362204724409","0.010284308976413161","1.358100654659948E-4","6.537081259922355E-4","0.0013777209989729716","0.005263157894736842","0.007135848720007136","0.0","0.0","0.0","0.002550710555083202","0.0","0.0","0.0015231519090170593","6.001984406094265E-5","0.0","2.851414165644533E-4","1.4403330421692344E-4","4.4876942699230004E-4","0.0027063599458728013","1.8046469659372885E-4","0.0","0.0","0.0","1.340168191107984E-4","2.91762570104062E-4","0.0","0.0","7.11794433767528E-5","0.0","0.0","8.944543828264759E-4","3.7226854330809045E-4","4.133151050774171E-4","2.3747328425552126E-4","4.116920543433512E-4","0.0011514767689561863","7.118819570282164E-4","4.897159647404506E-4","2.2038567493112948E-4","0.0011682242990654205","0.0017793594306049821","0.002374043787918755","0.0","0.0","0.0013966480446927375","3.3140016570008286E-4","0.0","0.0","6.454736162659351E-4","4.7596382674916705E-4","3.2351989647363315E-4","0.0","0.0012987012987012987","7.920343969223807E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.6215339711366953E-4","0.0","0.0","0.0","0.0","1.1898387768457374E-4","0.0","1.670992681052057E-4","1.665741254858412E-4","2.298903423067197E-5","6.318804762974613E-5","9.445189564954568E-5","0.0","0.0","0.0","0.0","1.5913430935709738E-4","5.053031566288195E-6","1.035686297525055E-5","8.556881872245754E-6","0.0","0.0","0.0","0.0","0.0","0.0","6.985679357317499E-5","9.226186553492112E-5","2.0164542668172286E-5","1.2008165552575751E-4","1.6154566896061517E-4","4.102732419791581E-4","0.0","0.0","0.0","8.737439930100481E-5","0.0","4.3456459969914757E-4","0.0","0.0","0.0","0.0","0.0","0.0","3.834723420573291E-4","3.5272746512407185E-5","1.1256190904997749E-4","2.814166514232647E-5","0.0","0.0","0.0","5.436277035206215E-4","0.0030272452068617556","0.0013265531726730046","0.0012607990176731131","1.6107987951225013E-5","3.3307427556345063E-4","1.4647722279185587E-4","0.0","4.4510385756676556E-4","1.798776831754407E-4","0.0012288380878873126","0.0030238622170607183","0.0015291677391027873","0.020460006865774115","0.0012315270935960591","0.002617929144646702","0.0","0.04889989632530815","0.00309661050454109"
"2082 塗料・印刷インキ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0031758326878388848","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.002109704641350211","0.0","3.486750348675035E-4","8.460952703274389E-5","0.0011996330534189542","0.010297984224364592","0.013385251886103676","0.0","0.0","0.0025219298245614035","0.017120030435609664","0.0011838989739542227","0.033649075327018496","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.888934691714269E-6","0.01963409192324855","0.0","0.0","0.0","0.0","5.3363928652427394E-5","0.0011773252173041759","0.0","1.783962180001784E-4","0.0","0.0011123470522803114","0.0","6.477995060528766E-4","0.0","0.0","3.046303818034119E-4","0.0","0.0","4.526054231181798E-6","3.716988495920605E-5","0.0010983041239548397","0.0","0.0","0.0","0.0","0.0052188814457080545","3.35042047776996E-5","0.01189742924757675","0.0018425901553040273","0.0","0.008505943483521959","0.0","6.657789613848203E-4","0.0017889087656529517","0.002672174201279992","0.0022255428734937843","0.002849679411066255","0.0020584602717167557","0.0020150843456733262","0.0023297954957287085","0.002938295788442703","0.0036363636363636364","0.002336448598130841","0.0013345195729537367","0.0013189132155104195","0.0","3.3921302578018993E-4","0.0013966480446927375","3.3140016570008286E-4","0.0","0.0","8.875262223656609E-4","0.0025384737426622245","0.002588159171789065","0.0040650406504065045","0.0025974025974025974","0.005317945236478841","0.0","8.123476848090983E-4","0.0","0.0","0.0","0.0","0.001594896331738437","0.026431003729528134","0.019461077844311378","0.0","0.004672897196261682","0.00577825929938606","0.008328871437920162","0.0","0.0053583165305735965","0.003442531926707385","0.007908227775351157","0.0016428892383733992","4.533690991178193E-4","0.0","0.0","0.0","1.7481644273512813E-4","0.0","0.0","0.0","0.0","0.0","0.0","2.004048177318183E-5","4.05287652911654E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.373806732540613E-5","0.0","0.0","0.004122327677116288","5.2909119768610785E-5","2.0977446686586715E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.2215975902450024E-4","5.551237926057511E-5","0.0","0.0046864539165364875","0.013155291790306627","1.4989806931286725E-4","1.4217961347456507E-4","0.0","0.0","0.0","1.5833919774806474E-4","1.2233313760031317E-4","0.0","6.527665783511884E-4","7.807442111197921E-4"
"2083 写真感光材料","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.8042399639152008E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.107669855683477E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.1869033662703066E-4","7.81677479871805E-5","0.0","0.0028760425654299686","7.054549302481437E-5","0.0","0.0","0.0","5.768676088837612E-5","4.81278275098662E-5","9.734728644439036E-4","0.004596927906716","0.0","5.481734859448318E-5","0.0","0.0","0.0","2.231644722160232E-4","0.0","0.0","5.0778433383773246E-5","0.0","0.0","0.0","0.0","0.0015169309062438834","0.007166050834173105","0.0","7.281481444039356E-5"
"2084 農薬","0.04697003829691372","0.0718562874251497","0.032247535739930805","0.056947361289885506","0.06666666666666667","0.027707006369426752","0.0022839072382290935","0.007030827474310438","6.480881399870382E-4","0.0","5.136106831022085E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.573181419807187E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","4.939735230191662E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.11281988188976377","1.1178596713492567E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.605456106744171E-5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.7636373256203593E-5","1.8419221480905408E-4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.124549341403719E-5","0.0","0.0","0.0","7.389162561576355E-4","0.001541397533763946","0.0","0.0","8.920839367650468E-4"
"2089 その他の化学最終製品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.480881399870382E-4","0.0","0.0","2.3237800154918669E-4","0.0012804097311139564","0.0","0.0","0.013219616204690832","0.0","0.0","0.0015906680805938495","1.1523392486748098E-4","0.0","0.001301142113633078","3.7593984962406017E-4","0.0022809351834252043","4.502621168751809E-4","2.5265285497726126E-4","0.005810563955070154","0.0","0.0","0.0","5.559673832468495E-4","0.0","0.03228271251193887","0.007120253164556962","7.454342154304882E-4","0.0","0.010068533716896522","0.03436595864794298","0.008033888401986562","0.01514967145290825","0.0","0.004081632653061225","0.00712719298245614","0.008813645298332382","0.012628255722178374","0.0011727559765448805","0.0035169988276670576","0.0","0.0013767081378747706","0.004412803012473523","0.0034965717969253607","0.0","0.017190278601066984","0.008124253285543608","0.0","0.010376270831149774","0.015046228137329956","0.0033467202141900937","0.06666666666666667","0.04404527559055118","0.20114021686477623","5.848147717005083E-4","5.33639286524274E-4","0.005435735577766088","0.0","0.004905895995004906","0.010869565217391304","0.002224694104560623","0.0","0.0018624235799020203","0.0","0.0","0.027213647441104792","5.4392983680229276E-5","0.0","8.146897616127237E-5","6.969353429851134E-5","1.0628749586659738E-4","0.0027063599458728013","0.0","0.0","0.0","0.0","0.0027138405869936676","6.483612668979155E-5","7.896814951302974E-4","0.0","4.2707666026051675E-4","0.0","0.0013315579227696406","0.0","2.498788852341977E-4","5.086955139414365E-4","7.124198527665638E-4","0.0","0.0011226898497322816","0.0","0.0","2.2038567493112948E-4","0.0","2.2241992882562276E-4","0.022949089949881298","0.0","0.0013568521031207597","0.0013966480446927375","3.3140016570008286E-4","0.0","0.0","0.0026625786670969823","0.0011105822624147231","6.470397929472663E-4","0.0","0.0","0.002602398732744965","0.0","0.0","0.005","0.0","0.0","0.0","0.009037745879851143","0.0018647640668071996","0.0","0.0","0.0","0.0039725532683279165","0.02742578380629425","1.265022137887413E-4","0.0011808348279434536","4.1088284286507494E-4","4.597806846134394E-5","3.7210739159739383E-4","0.0014356688138730945","3.4600309701132736E-4","0.0032526042811304996","0.0","7.242395484741022E-4","0.003222469764481222","5.053031566288195E-6","3.4522876584168498E-6","2.567064561673726E-5","0.0","0.0","0.0","0.0","0.0","0.0","1.3971358714634998E-4","3.2950666262471825E-4","2.0164542668172286E-5","1.2008165552575751E-4","0.0","0.0","0.0","0.0","0.0","8.737439930100481E-5","4.280821917808219E-4","0.0","0.0","0.0","0.0","2.512142019762184E-4","7.816774798718049E-4","0.0","4.793404275716614E-4","8.818186628101798E-5","1.0232900822725226E-4","0.0","0.0","4.0380732621863284E-4","0.00784483588410819","0.001027203509559314","0.003924206749635609","0.0017272827769179747","0.0019405341402447046","0.0018685266023421015","0.0032752303763739312","1.4647722279185587E-4","0.0","9.891196834817012E-5","2.997961386257345E-5","0.0019194247819066287","1.3147227030698775E-4","7.570137322291026E-4","9.612083762444215E-4","3.342716396903589E-4","0.0019817968291250734","0.008621654909864516","0.015455208693314902","0.003022292945337386"
"2111 石油製品","0.00878576255913494","0.011976047904191617","0.01671127358182649","0.02071675360747917","0.0","0.03970276008492569","0.002635277582572031","0.008112493239588967","0.0019442644199611147","0.031521242576518956","0.03184386235233693","0.09171185127807902","0.03585147247119078","0.0","0.0","0.042643923240938165","0.0","2.3218017181332715E-4","0.002651113467656416","0.004148421295229315","5.381841666218179E-4","0.0027468555732253867","0.003914197257850509","0.0045618703668504085","0.008747949699289229","0.0027791814047498737","0.006685063546970345","0.012177650429799427","0.0","0.020123839009287926","0.007042253521126761","0.004634077423000847","0.05549188156638014","0.007383966244725738","0.002609019754006709","0.002789400278940028","0.0042304763516371946","0.0033871992096535177","0.002044989775051125","0.0034679970795814066","0.0","0.004081632653061225","0.004495614035087719","0.0029167459260668314","0.010260457774269928","0.0016238159675236806","0.05744431418522861","0.03506743737957611","0.01978380583316337","0.4235114144504589","0.012364971773484655","0.0","0.005236119344003161","0.0019115890083632018","0.0","0.002096216329525207","0.009716742241328544","0.0022311468094600626","0.0","0.004798228346456693","0.008682043447479226","0.05719682481610208","0.011660018410555384","0.001502968362515969","0.005263157894736842","0.004995094104004995","0.0","0.0055617352614015575","0.03773584905660377","0.015344750799627516","0.09090909090909091","0.05","0.02091795288383428","0.001667426292818063","0.0","0.004032714319982982","0.004372107718326612","0.0028697623883981293","0.004736129905277402","0.00428603654410106","0.009828009828009828","0.0","0.0021810250817884407","0.0017757228532180788","0.0020099199273835382","0.005527770465912082","0.0","0.0035589721688376397","0.0015748031496062992","0.0013315579227696406","8.944543828264759E-4","5.966495831102272E-4","0.002416303691221823","0.00189978627404417","0.0010292301358583778","0.0027347573262709425","0.0011648977478643542","9.794319294809011E-4","0.0018732782369146005","0.0","0.0013345195729537367","5.275652862041678E-4","0.0","0.0010176390773405698","0.002793296089385475","9.942004971002485E-4","0.0","0.0","0.0016136840406648378","0.0012692368713311123","6.470397929472663E-4","0.0","0.0","0.002517537904503281","0.0","8.123476848090983E-4","0.0","0.0","0.0","0.0","0.0023923444976076554","0.0012161504783525215","0.010479041916167664","0.0","0.004672897196261682","0.0010834236186348862","0.0010113629603188767","0.00967741935483871","0.0014593336081187964","0.00334258745141588","0.003770201613830203","0.01397860031453606","0.005874907909401742","0.0589906919494722","0.032526042811305","0.10236220472440945","0.0223765046700964","0.01483927434754933","0.0014855912804887291","0.003535142562218854","3.850596842510589E-4","9.095345844979813E-4","0.0032373104355654042","0.0012224693881640915","0.0","0.004359601030451152","0.017964071856287425","0.08753056234718827","0.07956926889061697","0.3330375867075335","0.3728935676259857","0.1474265774934574","0.1701813407729548","0.018165053019824805","0.20178041543026706","0.03049070986183897","0.001834862385321101","0.0029965753424657533","0.002473675413672071","0.006448839208942391","9.97380861639759E-4","0.0017825311942959","0.0010885948752302798","9.380129758461659E-4","3.2690421706440013E-4","0.0022049659668296425","0.02001728364579108","0.006671851336416848","0.0013507999268316706","0.01494910941475827","0.014940871070089415","0.006641640196361536","0.0039160158410584305","0.008409014463504878","0.0032887464072518242","0.004440205236153138","0.005025692240782204","0.0013322971022538025","0.009521019481470631","0.0017853157777281857","0.0033877349159248268","0.006115841227964984","0.002721724029370246","0.004185200604772443","0.0048448878862662565","0.013353930655681428","0.011963406052076003","0.005431591309453905","0.0","0.10390508005990093","0.022451689829655685"
